school_id,school_name,county_name,street,city,zip,locale_label,grade_band,school_type,school_type_detail,teachers_fte,enrollment,title_i_status,title_i_school,free_or_reduced_price_lunch,farm_pct,lunch_program,pvt_pct_nonwhite,school_status
240018000521,Federalsburg Elementary School,Caroline County,302 S University Ave,Federalsburg,21632,Town fringe,ES,public,public,37,447,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,348,0.7785234899328859,Yes participating without using any Provision or the CEP,NA,Open
240018000522,Greensboro Elementary School,Caroline County,625 N Main St,Greensboro,21639,Rural distant,ES,public,public,59,820,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,588,0.7170731707317073,Yes participating without using any Provision or the CEP,NA,Open
240018000523,North Caroline High School,Caroline County,10990 River Rd,Ridgely,21660,Rural fringe,HS,public,public,73,1121,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,522,0.4656556645851918,Yes participating without using any Provision or the CEP,NA,Open
240018000524,Preston Elementary School,Caroline County,225 Main St,Preston,21655,Rural distant,ES,public,public,27,401,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,206,0.513715710723192,Yes participating without using any Provision or the CEP,NA,Open
240018000525,Ridgely Elementary School,Caroline County,118 N Central Ave,Ridgely,21660,Rural distant,ES,public,public,35,477,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,205,0.429769392033543,Yes participating without using any Provision or the CEP,NA,Open
240018000526,Lockerman Middle School,Caroline County,410 Lockerman St,Denton,21629,Town distant,MS,public,public,55,892,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,473,0.5302690582959642,Yes participating without using any Provision or the CEP,NA,Open
240018000968,Caroline Career & Technology Center,Caroline County,10855 Central Ave,Ridgely,21660,Rural fringe,UG,public,public,13,0,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,NA,NA,Yes participating without using any Provision or the CEP,NA,Open
A1701972,Smithson's Christian School,Caroline County,22370 HOG CREEK RD,PRESTON,21655,Rural distant,ES/MS,private,private,2.3,15,NA,NA,NA,NA,NA,6.66,Open
A9103135,The Benedictine School,Caroline County,14299 BENEDICTINE LN,RIDGELY,21660,Rural distant,UG,private,private,13,67,NA,NA,NA,NA,NA,19.4,Open
00577688,St John School,Carroll County,45 MONROE ST,WESTMINSTER,21157,Suburb small,ES/MS,private,private,16.3,233,NA,NA,NA,NA,NA,6.77,Open
00580828,Carroll Christian Schools,Carroll County,550 BALTIMORE BLVD,WESTMINSTER,21157,Suburb small,All Grades,private,private,30,307,NA,NA,NA,NA,NA,15.65,Open
240021000052,Friendship Valley Elementary,Carroll County,1100 Gist Road,Westminster,21157,Suburb small,ES,public,public,34,493,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,93,0.18864097363083165,Yes participating without using any Provision or the CEP,NA,Open
240021000368,Runnymede Elementary,Carroll County,3000 Langdon Drive,Westminster,21158,Rural fringe,ES,public,public,42,618,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,190,0.3074433656957929,Yes participating without using any Provision or the CEP,NA,Open
240021000527,Carroll Springs School,Carroll County,495 South Center Street,Westminster,21157,Suburb small,All Grades,public,public,14,42,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,8,0.19047619047619047,Yes participating without using any Provision or the CEP,NA,Open
240021000529,Carrolltowne Elementary,Carroll County,6542 Ridge Road,Sykesville,21784,Suburb small,ES,public,public,41,540,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,31,0.05740740740740741,Yes participating without using any Provision or the CEP,NA,Open
240021000531,Eldersburg Elementary,Carroll County,1021 Johnsville Road,Sykesville,21784,Suburb small,ES,public,public,30,437,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,55,0.12585812356979406,Yes participating without using any Provision or the CEP,NA,Open
240021000532,Elmer A. Wolfe Elementary,Carroll County,119 North Main Street,Union Bridge,21791,Rural distant,ES,public,public,35,415,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,173,0.41686746987951806,Yes participating without using any Provision or the CEP,NA,Open
240021000533,Francis Scott Key High,Carroll County,3825 Bark Hill Road,Union Bridge,21791,Rural fringe,HS,public,public,54,929,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,275,0.2960172228202368,Yes participating without using any Provision or the CEP,NA,Open
240021000534,Freedom District Elementary,Carroll County,5626 Sykesville Road,Sykesville,21784,Suburb small,ES,public,public,33,540,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,29,0.053703703703703705,Yes participating without using any Provision or the CEP,NA,Open
240021000535,Hampstead Elementary,Carroll County,3737 Shiloh Road,Hampstead,21074,Suburb large,ES,public,public,31,386,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,91,0.23575129533678757,Yes participating without using any Provision or the CEP,NA,Open
240021000536,Manchester Elementary,Carroll County,3224 York Street,Manchester,21102,Town fringe,ES,public,public,41,644,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,148,0.22981366459627328,Yes participating without using any Provision or the CEP,NA,Open
240021000537,Mechanicsville Elementary,Carroll County,3838 Sykesville Road,Sykesville,21784,Rural fringe,ES,public,public,31,495,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,66,0.13333333333333333,Yes participating without using any Provision or the CEP,NA,Open
240021000538,Mount Airy Elementary,Carroll County,405 North Main Street,Mount Airy,21771,Suburb large,ES,public,public,29,465,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,65,0.13978494623655913,Yes participating without using any Provision or the CEP,NA,Open
240021000539,Mount Airy Middle,Carroll County,102 Watersville Road,Mount Airy,21771,Suburb large,MS,public,public,43,697,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,93,0.133428981348637,Yes participating without using any Provision or the CEP,NA,Open
240021000542,North Carroll Middle,Carroll County,2401 Hanover Pike,Hampstead,21074,Rural fringe,MS,public,public,38,631,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,115,0.18225039619651348,Yes participating without using any Provision or the CEP,NA,Open
240021000543,Northwest Middle,Carroll County,99 Kings Drive,Taneytown,21787,Town fringe,MS,public,public,45,689,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,259,0.37590711175616837,Yes participating without using any Provision or the CEP,NA,Open
240021000544,Robert Moton Elementary,Carroll County,1413 Washington Road,Westminster,21157,Rural fringe,ES,public,public,49,403,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,225,0.5583126550868487,Yes participating without using any Provision or the CEP,NA,Open
240021000545,Sandymount Elementary,Carroll County,2222 Old Westminster Pike,Finksburg,21048,Suburb small,ES,public,public,31,459,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,82,0.1786492374727669,Yes participating without using any Provision or the CEP,NA,Open
240021000546,South Carroll High,Carroll County,1300 West Old Liberty Road,Sykesville,21784,Rural fringe,HS,public,public,58,1031,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,100,0.09699321047526673,Yes participating without using any Provision or the CEP,NA,Open
240021000547,Sykesville Middle,Carroll County,7301 Springfield Avenue,Sykesville,21784,Suburb small,MS,public,public,45,792,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,78,0.09848484848484848,Yes participating without using any Provision or the CEP,NA,Open
240021000548,Taneytown Elementary,Carroll County,100 Kings Drive,Taneytown,21787,Town fringe,ES,public,public,40,385,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,207,0.5376623376623376,Yes participating without using any Provision or the CEP,NA,Open
240021000550,Westminster East Middle,Carroll County,121 Longwell Avenue,Westminster,21157,Suburb small,MS,public,public,48,717,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,205,0.2859135285913529,Yes participating without using any Provision or the CEP,NA,Open
240021000551,Westminster Elementary,Carroll County,811 Uniontown Road,Westminster,21158,Suburb small,ES,public,public,34,535,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,149,0.27850467289719627,Yes participating without using any Provision or the CEP,NA,Open
240021000552,Westminster High,Carroll County,1225 Washington Road,Westminster,21157,Suburb small,HS,public,public,87,1540,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,169,0.10974025974025974,Yes participating without using any Provision or the CEP,NA,Open
240021000553,Westminster West Middle,Carroll County,60 Monroe Street,Westminster,21157,Suburb small,MS,public,public,60,927,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,182,0.19633225458468176,Yes participating without using any Provision or the CEP,NA,Open
240021000554,William Winchester Elementary,Carroll County,70 Monroe Street,Westminster,21157,Suburb small,ES,public,public,35,546,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,175,0.32051282051282054,Yes participating without using any Provision or the CEP,NA,Open
240021000555,Winfield Elementary,Carroll County,4401 Salem Bottom Road,Westminster,21157,Rural fringe,ES,public,public,50,583,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,110,0.18867924528301888,Yes participating without using any Provision or the CEP,NA,Open
240021000835,Oklahoma Road Middle,Carroll County,6300 Oklahoma Road,Sykesville,21784,Suburb small,MS,public,public,44,742,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,36,0.04851752021563342,Yes participating without using any Provision or the CEP,NA,Open
240021000977,Linton Springs Elementary,Carroll County,375 Ronsdale Road,Sykesville,21784,Rural fringe,ES,public,public,37,620,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,86,0.13870967741935483,Yes participating without using any Provision or the CEP,NA,Open
240021000979,Carroll County Career & Technology Center,Carroll County,1229 Washington Road,Westminster,21157,Suburb small,UG,public,public,39,0,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,NA,NA,Yes participating without using any Provision or the CEP,NA,Open
240021001105,Cranberry Station Elementary,Carroll County,505 North Center Street,Westminster,21157,Rural fringe,ES,public,public,37,518,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,156,0.30115830115830117,Yes participating without using any Provision or the CEP,NA,Open
240021001161,Century High,Carroll County,355 Ronsdale Road,Sykesville,21784,Rural fringe,HS,public,public,61,1128,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,79,0.0700354609929078,Yes participating without using any Provision or the CEP,NA,Open
240021001185,Winters Mill High,Carroll County,560 Gorsuch Road,Westminster,21157,Rural fringe,HS,public,public,62,1126,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,239,0.21225577264653642,Yes participating without using any Provision or the CEP,NA,Open
240021001348,Post Secondary Program,Carroll County,495 South Center Street,Westminster,21157,Suburb small,HS,public,public,NA,41,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,9,0.21951219512195122,Yes participating without using any Provision or the CEP,NA,Open
240021001349,PRIDE School,Carroll County,1100 Gist Road,Westminster,21157,Suburb small,ES,public,public,3,9,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,5,0.5555555555555556,Yes participating without using any Provision or the CEP,NA,Open
240021001350,Flexible Student Support,Carroll County,45 Kate Wagner Road,Westminster,21157,Rural fringe,HS,public,public,NA,24,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,8,0.3333333333333333,Yes participating without using any Provision or the CEP,NA,Open
240021001394,Liberty High,Carroll County,5855 Bartholow Road,Sykesville,21784,Suburb small,HS,public,public,59,1049,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,48,0.04575786463298379,Yes participating without using any Provision or the CEP,NA,Open
240021001414,Parrs Ridge Elementary,Carroll County,202 Watersville Road,Mt Airy,21771,Suburb large,ES,public,public,29,475,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,91,0.19157894736842104,Yes participating without using any Provision or the CEP,NA,Open
240021001548,Gateway School,Carroll County,45 Kate Wagner Road,Westminster,21157,Rural fringe,HS,public,public,18,69,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,28,0.4057971014492754,Yes participating without using any Provision or the CEP,NA,Open
240021001652,Ebb Valley Elementary,Carroll County,3100 Swiper Road,Manchester,21102,Rural fringe,ES,public,public,34,522,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,95,0.18199233716475097,Yes participating without using any Provision or the CEP,NA,Open
240021001672,Manchester Valley High,Carroll County,3300 Maple Grove Road,Manchester,21102,Town fringe,HS,public,public,76,1304,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,169,0.12960122699386503,Yes participating without using any Provision or the CEP,NA,Open
